Year,Country,Image url,Region code,Region,Overall Rank,Happiness Score,Happiness Status,GDP per capita,Family,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
2018,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19,AMERICAS,23,6.488,Green,1.038,1.252,0.761,0.479,0.069,0.095
2019,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19,AMERICAS,23,6.595,Green,1.07,1.323,0.861,0.433,0.074,0.073
2015,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150,EUROPE,52,5.889,Green,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615
2016,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150,EUROPE,55,5.897,Green,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903
2017,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150,EUROPE,55,5.838,Green,0.728871,1.25183,0.589465,0.240729,0.208779,0.0100913
2018,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150,EUROPE,66,5.64,Green,0.657,1.301,0.62,0.232,0.171,0.0
2019,Moldova,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,150,EUROPE,71,5.529,Green,0.685,1.328,0.739,0.245,0.181,0.0
2015,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142,ASIA,100,4.874,Green,0.82819,1.3006,0.60268,0.43626,0.3323,0.02666
2016,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142,ASIA,101,4.907,Green,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285
2017,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142,ASIA,100,4.955,Green,1.02724,1.49301,0.557783,0.394144,0.338464,0.0329023
2018,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142,ASIA,93,5.125,Green,0.914,1.517,0.575,0.395,0.253,0.032
2019,Mongolia,https://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg,142,ASIA,83,5.285,Green,0.948,1.531,0.667,0.317,0.235,0.038
2015,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150,EUROPE,82,5.192,Green,0.97438,0.90557,0.72521,0.1826,0.1614,0.14296
2016,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150,EUROPE,88,5.161,Green,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721
2017,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150,EUROPE,83,5.237,Green,1.12113,1.23838,0.667465,0.194989,0.197911,0.0881742
2018,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150,EUROPE,80,5.347,Green,1.017,1.279,0.729,0.259,0.111,0.081
2019,Montenegro,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg,150,EUROPE,73,5.523,Green,1.051,1.361,0.871,0.197,0.142,0.08
2015,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2,AFRICA,92,5.013,Green,0.73479,0.64095,0.60954,0.41691,0.07172,0.08546
2016,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2,AFRICA,90,5.151,Green,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404
2017,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2,AFRICA,84,5.235,Green,0.878115,0.774864,0.597711,0.408158,0.03221,0.0877632
2018,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2,AFRICA,84,5.254,Green,0.779,0.797,0.669,0.46,0.026,0.074
2019,Morocco,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg,2,AFRICA,89,5.208,Green,0.801,0.782,0.782,0.418,0.036,0.076
2015,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2,AFRICA,94,4.971,Green,0.08308,1.02626,0.09131,0.34037,0.22269,0.15603
2017,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2,AFRICA,113,4.55,Green,0.234306,0.870701,0.106654,0.480791,0.322228,0.179436
2018,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2,AFRICA,122,4.417,Green,0.198,0.902,0.173,0.531,0.206,0.158
2019,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2,AFRICA,123,4.466,Green,0.204,0.986,0.39,0.494,0.197,0.138
2015,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142,ASIA,129,4.307,Green,0.27108,0.70905,0.48246,0.44017,0.79588,0.19034
2016,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142,ASIA,119,4.395,Green,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243
2017,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142,ASIA,114,4.545,Green,0.367111,1.12324,0.397523,0.514492,0.838075,0.188816
2018,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142,ASIA,129,4.308,Green,0.682,1.174,0.429,0.58,0.598,0.178
2019,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142,ASIA,131,4.36,Green,0.71,1.181,0.555,0.525,0.566,0.172
2016,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2,AFRICA,113,4.574,Green,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398
2017,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2,AFRICA,111,4.574,Green,0.964434,1.09847,0.338612,0.520304,0.0771337,0.093147
2018,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2,AFRICA,118,4.441,Green,0.874,1.281,0.365,0.519,0.051,0.064
2019,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2,AFRICA,113,4.639,Green,0.879,1.313,0.477,0.401,0.07,0.056
2015,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142,ASIA,121,4.514,Green,0.35997,0.86449,0.56874,0.38282,0.32296,0.05907
2016,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142,ASIA,107,4.793,Green,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008
2017,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142,ASIA,99,4.962,Green,0.47982,1.17928,0.504131,0.440306,0.394096,0.0729755
2018,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142,ASIA,100,4.88,Green,0.425,1.228,0.539,0.526,0.302,0.078
2019,Nepal,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg,142,ASIA,100,4.913,Green,0.446,1.226,0.677,0.439,0.285,0.089
2015,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150,EUROPE,7,7.378,Green,1.32944,1.28017,0.89284,0.61576,0.4761,0.31814
2016,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150,EUROPE,7,7.339,Green,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927
2017,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150,EUROPE,6,7.377,Green,1.50394,1.42894,0.810696,0.585384,0.47049,0.282662
2018,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150,EUROPE,6,7.441,Green,1.361,1.488,0.878,0.638,0.333,0.295
2019,Netherlands,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,150,EUROPE,5,7.488,Green,1.396,1.522,0.999,0.557,0.322,0.298
2015,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9,OCEANIA,9,7.286,Green,1.25018,1.31967,0.90837,0.63938,0.47501,0.42922
2016,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9,OCEANIA,8,7.334,Green,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904
2017,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9,OCEANIA,8,7.314,Green,1.40571,1.5482,0.81676,0.614062,0.500005,0.382817
2018,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9,OCEANIA,8,7.324,Green,1.268,1.601,0.876,0.669,0.365,0.389
2019,New Zealand,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,9,OCEANIA,8,7.307,Green,1.303,1.557,1.026,0.585,0.33,0.38
2015,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19,AMERICAS,57,5.828,Green,0.59325,1.14184,0.74314,0.55475,0.27815,0.19317
2016,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19,AMERICAS,48,5.992,Green,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292
2017,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19,AMERICAS,43,6.071,Green,0.737299,1.28722,0.653096,0.447552,0.301674,0.130688
2018,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19,AMERICAS,40,6.141,Green,0.668,1.319,0.7,0.527,0.208,0.128
2019,Nicaragua,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg,19,AMERICAS,45,6.105,Green,0.694,1.325,0.835,0.435,0.2,0.127
2015,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2,AFRICA,144,3.845,Green,0.0694,0.77265,0.29707,0.47692,0.19387,0.15639
2016,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2,AFRICA,142,3.856,Green,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176
2017,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2,AFRICA,135,4.028,Green,0.161925,0.993025,0.268505,0.363659,0.228674,0.138573
2018,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2,AFRICA,133,4.166,Green,0.131,0.867,0.221,0.39,0.175,0.099
2019,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2,AFRICA,114,4.628,Green,0.138,0.774,0.366,0.318,0.188,0.102
2015,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2,AFRICA,78,5.268,Green,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403
2016,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2,AFRICA,103,4.875,Green,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305
2017,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2,AFRICA,94,5.074,Green,0.783756,1.21577,0.0569157,0.394953,0.230947,0.0261216
2018,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2,AFRICA,90,5.155,Green,0.689,1.172,0.048,0.462,0.201,0.032
2019,Nigeria,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg,2,AFRICA,85,5.265,Green,0.696,1.111,0.245,0.426,0.215,0.041
2015,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150,EUROPE,4,7.522,Green,1.459,1.33095,0.88521,0.66973,0.34699,0.36503
2016,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150,EUROPE,4,7.498,Green,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776
2017,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150,EUROPE,1,7.537,Green,1.61646,1.53352,0.796667,0.635423,0.362012,0.315964
2018,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150,EUROPE,2,7.594,Green,1.456,1.582,0.861,0.686,0.286,0.34
2019,Norway,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,150,EUROPE,3,7.554,Green,1.488,1.582,1.028,0.603,0.271,0.341
2015,Oman,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg,142,ASIA,22,6.853,Green,1.36011,1.08182,0.76276,0.63274,0.21542,0.32524
2015,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142,ASIA,81,5.194,Green,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464
2016,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142,ASIA,92,5.132,Green,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388
2017,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142,ASIA,80,5.269,Green,0.726884,0.672691,0.402048,0.235215,0.315446,0.124348
2018,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142,ASIA,74,5.472,Green,0.652,0.81,0.424,0.334,0.216,0.113
2019,Pakistan,https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg,142,ASIA,67,5.653,Green,0.677,0.886,0.535,0.313,0.22,0.098
2015,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19,AMERICAS,25,6.786,Green,1.06353,1.1985,0.79661,0.5421,0.24434,0.0927
2016,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19,AMERICAS,25,6.701,Green,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423
2017,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19,AMERICAS,30,6.452,Green,1.23375,1.37319,0.706156,0.550027,0.210557,0.0709839
2018,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19,AMERICAS,26,6.43,Green,1.112,1.438,0.759,0.597,0.125,0.063
2019,Panama,https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg,19,AMERICAS,31,6.321,Green,1.149,1.442,0.91,0.516,0.109,0.054
2015,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19,AMERICAS,53,5.878,Green,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242
2016,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19,AMERICAS,70,5.538,Green,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396
2017,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19,AMERICAS,70,5.493,Green,0.932537,1.50728,0.579251,0.473508,0.224151,0.0910659
2018,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19,AMERICAS,63,5.681,Green,0.835,1.522,0.615,0.541,0.162,0.074
2019,Paraguay,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg,19,AMERICAS,63,5.743,Green,0.855,1.475,0.777,0.514,0.184,0.08
2015,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19,AMERICAS,58,5.824,Green,0.90019,0.97459,0.73017,0.41496,0.14982,0.05989
2016,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19,AMERICAS,64,5.743,Green,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292
2017,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19,AMERICAS,63,5.715,Green,1.03523,1.21877,0.630166,0.450003,0.12682,0.0470491
2018,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19,AMERICAS,64,5.663,Green,0.934,1.249,0.674,0.53,0.092,0.034
2019,Peru,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg,19,AMERICAS,65,5.697,Green,0.96,1.274,0.854,0.455,0.083,0.027
2015,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142,ASIA,90,5.073,Green,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279
2016,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142,ASIA,82,5.279,Green,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757
2017,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142,ASIA,72,5.43,Green,0.857699,1.25392,0.468009,0.585215,0.193513,0.0993319
2018,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142,ASIA,70,5.524,Green,0.775,1.312,0.513,0.643,0.12,0.105
2019,Philippines,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg,142,ASIA,69,5.631,Green,0.807,1.293,0.657,0.558,0.117,0.107
2015,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150,EUROPE,60,5.791,Green,1.12555,1.27948,0.77903,0.53122,0.16759,0.04212
2016,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150,EUROPE,57,5.835,Green,1.24585,1.04685,0.69058,0.4519,0.14443,0.055
2017,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150,EUROPE,46,5.973,Green,1.29179,1.44571,0.699475,0.520342,0.158466,0.0593078
2018,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150,EUROPE,41,6.123,Green,1.176,1.448,0.781,0.546,0.108,0.064
2019,Poland,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,150,EUROPE,40,6.182,Green,1.206,1.438,0.884,0.483,0.117,0.05
2015,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150,EUROPE,88,5.102,Green,1.15991,1.13935,0.87519,0.51469,0.13719,0.01078
2016,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150,EUROPE,94,5.123,Green,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521
2017,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150,EUROPE,89,5.195,Green,1.31518,1.36704,0.795844,0.498465,0.0951027,0.0158695
2018,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150,EUROPE,76,5.41,Green,1.188,1.429,0.884,0.562,0.055,0.017
2019,Portugal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg,150,EUROPE,66,5.693,Green,1.221,1.431,0.999,0.508,0.047,0.025
2015,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142,ASIA,28,6.611,Green,1.69042,1.0786,0.79733,0.6404,0.32573,0.52208
2016,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142,ASIA,36,6.375,Green,1.82427,0.87964,0.71723,0.56679,0.32388,0.48049
2017,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142,ASIA,35,6.375,Green,1.87077,1.2743,0.710098,0.604131,0.330474,0.439299
2018,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142,ASIA,31,6.374,Green,1.649,1.303,0.748,0.654,0.256,0.171
2019,Qatar,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,142,ASIA,29,6.374,Green,1.684,1.313,0.871,0.555,0.22,0.167
2015,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150,EUROPE,86,5.124,Green,1.04345,0.88588,0.7689,0.35068,0.13748,0.00649
2016,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150,EUROPE,71,5.528,Green,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679
2017,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150,EUROPE,57,5.825,Green,1.21768,1.15009,0.685158,0.457004,0.13352,0.0043879
2018,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150,EUROPE,51,5.945,Green,1.116,1.219,0.726,0.528,0.088,0.001
2019,Romania,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,150,EUROPE,48,6.07,Green,1.162,1.232,0.825,0.462,0.083,0.005
2015,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150,EUROPE,64,5.716,Green,1.13764,1.23617,0.66926,0.36679,0.00199,0.03005
2016,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150,EUROPE,56,5.856,Green,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586
2017,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150,EUROPE,49,5.963,Green,1.28178,1.46928,0.547349,0.373783,0.0522638,0.0329629
2018,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150,EUROPE,58,5.81,Green,1.151,1.479,0.599,0.399,0.065,0.025
2019,Russia,https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg,150,EUROPE,68,5.648,Green,1.183,1.452,0.726,0.334,0.082,0.031
2015,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2,AFRICA,154,3.465,Green,0.22208,0.7737,0.42864,0.59201,0.22628,0.55191
2016,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2,AFRICA,152,3.515,Green,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521
2017,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2,AFRICA,151,3.471,Green,0.368746,0.945707,0.326425,0.581844,0.252756,0.45522
2018,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2,AFRICA,150,3.408,Green,0.332,0.896,0.4,0.636,0.2,0.444
2019,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2,AFRICA,152,3.334,Green,0.359,0.711,0.614,0.555,0.217,0.411
2015,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142,ASIA,35,6.411,Green,1.39541,1.08393,0.72025,0.31048,0.13706,0.32524
2016,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142,ASIA,34,6.379,Green,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008
2017,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142,ASIA,37,6.344,Green,1.53062,1.28668,0.590148,0.449751,0.147616,0.273432
2018,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142,ASIA,32,6.371,Green,1.379,1.331,0.633,0.509,0.098,0.127
2019,Saudi Arabia,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,142,ASIA,28,6.375,Green,1.403,1.357,0.795,0.439,0.08,0.132
2015,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2,AFRICA,142,3.904,Green,0.36498,0.97619,0.4354,0.36772,0.20843,0.10713
2016,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2,AFRICA,128,4.219,Green,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681
2017,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2,AFRICA,115,4.535,Green,0.479309,1.17969,0.409363,0.377922,0.183469,0.11546
2018,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2,AFRICA,108,4.631,Green,0.429,1.117,0.433,0.406,0.138,0.082
2019,Senegal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,2,AFRICA,111,4.681,Green,0.45,1.134,0.571,0.292,0.153,0.072
2015,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150,EUROPE,87,5.123,Green,0.92053,1.00964,0.74836,0.20107,0.19231,0.02617
2016,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150,EUROPE,86,5.177,Green,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339
2017,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150,EUROPE,73,5.395,Green,1.06932,1.25819,0.650785,0.208716,0.220126,0.0409038
2018,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150,EUROPE,77,5.398,Green,0.975,1.369,0.685,0.288,0.134,0.043
2019,Serbia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,150,EUROPE,70,5.603,Green,1.004,1.383,0.854,0.282,0.137,0.039
2015,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2,AFRICA,123,4.507,Green,0.33024,0.95571,0.0,0.4084,0.21488,0.08786
2016,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2,AFRICA,111,4.635,Green,0.36485,0.628,0.0,0.30685,0.23897,0.08196
2017,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2,AFRICA,106,4.709,Green,0.368421,0.984136,0.00556475,0.318698,0.293041,0.0710952
2018,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2,AFRICA,112,4.571,Green,0.256,0.813,0.0,0.355,0.238,0.053
2019,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2,AFRICA,129,4.374,Green,0.268,0.841,0.242,0.309,0.252,0.045
2015,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142,ASIA,24,6.798,Green,1.52186,1.02,1.02525,0.54252,0.31105,0.4921
