Year,Country,Image url,Region code,Region,Overall Rank,Happiness Score,Happiness Status,GDP per capita,Family,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
2015,China,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg,142,ASIA,84,5.14,Green,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781
2016,China,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg,142,ASIA,83,5.245,Green,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745
2017,China,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg,142,ASIA,79,5.273,Green,1.08117,1.16084,0.741416,0.472788,0.0288068,0.0227943
2018,China,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg,142,ASIA,85,5.246,Green,0.989,1.142,0.799,0.597,0.029,0.103
2019,China,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg,142,ASIA,93,5.191,Green,1.029,1.125,0.893,0.521,0.058,0.1
2015,Colombia,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,19,AMERICAS,33,6.477,Green,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512
2016,Colombia,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,19,AMERICAS,31,6.481,Green,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399
2017,Colombia,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,19,AMERICAS,36,6.357,Green,1.07062,1.40218,0.595028,0.477487,0.149014,0.0466687
2018,Colombia,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,19,AMERICAS,36,6.26,Green,0.96,1.439,0.635,0.531,0.099,0.039
2019,Colombia,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,19,AMERICAS,43,6.125,Green,0.985,1.41,0.841,0.47,0.099,0.034
2015,Comoros,https://upload.wikimedia.org/wikipedia/commons/9/94/Flag_of_the_Comoros.svg,2,AFRICA,140,3.956,Green,0.23906,0.79273,0.36315,0.22917,0.17441,0.199
2016,Comoros,https://upload.wikimedia.org/wikipedia/commons/9/94/Flag_of_the_Comoros.svg,2,AFRICA,138,3.956,Green,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437
2019,Comoros,https://upload.wikimedia.org/wikipedia/commons/9/94/Flag_of_the_Comoros.svg,2,AFRICA,142,3.973,Green,0.274,0.757,0.505,0.142,0.275,0.078
2015,Costa Rica,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,19,AMERICAS,12,7.226,Green,0.95578,1.23788,0.86027,0.63376,0.25497,0.10583
2016,Costa Rica,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,19,AMERICAS,14,7.087,Green,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547
2017,Costa Rica,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,19,AMERICAS,12,7.079,Green,1.10971,1.4164,0.759509,0.580132,0.214613,0.100107
2018,Costa Rica,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,19,AMERICAS,13,7.072,Green,1.01,1.459,0.817,0.632,0.143,0.101
2019,Costa Rica,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,19,AMERICAS,12,7.167,Green,1.034,1.441,0.963,0.558,0.144,0.093
2015,Croatia,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,150,EUROPE,62,5.759,Green,1.08254,0.79624,0.78805,0.25883,0.05444,0.0243
2016,Croatia,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,150,EUROPE,74,5.488,Green,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002
2017,Croatia,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,150,EUROPE,77,5.293,Green,1.22256,0.967983,0.701289,0.255772,0.248003,0.0431031
2018,Croatia,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,150,EUROPE,81,5.321,Green,1.115,1.161,0.737,0.38,0.12,0.039
2019,Croatia,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,150,EUROPE,75,5.432,Green,1.155,1.266,0.914,0.296,0.119,0.022
2015,Cyprus,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,142,ASIA,67,5.689,Green,1.20813,0.89318,0.92356,0.40672,0.30638,0.06146
2016,Cyprus,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,142,ASIA,69,5.546,Green,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228
2017,Cyprus,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,142,ASIA,65,5.621,Green,1.35594,1.13136,0.844715,0.355112,0.271254,0.041238
2018,Cyprus,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,142,ASIA,60,5.762,Green,1.229,1.191,0.909,0.423,0.202,0.035
2019,Cyprus,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg,142,ASIA,49,6.046,Green,1.263,1.223,1.042,0.406,0.19,0.041
2015,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,150,EUROPE,31,6.505,Green,1.17898,1.20643,0.84483,0.46364,0.10686,0.02652
2016,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,150,EUROPE,27,6.596,Green,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986
2017,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,150,EUROPE,23,6.609,Green,1.35268,1.43389,0.754444,0.490946,0.0881068,0.0368729
2018,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,150,EUROPE,20,6.711,Green,1.233,1.489,0.854,0.543,0.064,0.034
2019,Czech Republic,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,150,EUROPE,20,6.852,Green,1.269,1.487,0.92,0.457,0.046,0.036
2015,Denmark,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,150,EUROPE,3,7.527,Green,1.32548,1.36058,0.87464,0.64938,0.34139,0.48357
2016,Denmark,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,150,EUROPE,1,7.526,Green,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453
2017,Denmark,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,150,EUROPE,2,7.522,Green,1.48238,1.55112,0.792566,0.626007,0.35528,0.40077
2018,Denmark,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,150,EUROPE,3,7.555,Green,1.351,1.59,0.868,0.683,0.284,0.408
2019,Denmark,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,150,EUROPE,2,7.6,Green,1.383,1.573,0.996,0.592,0.252,0.41
2015,Djibouti,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_Djibouti.svg,2,AFRICA,126,4.369,Green,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105
2015,Dominican Republic,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,19,AMERICAS,98,4.885,Green,0.89537,1.17202,0.66825,0.57672,0.21684,0.14234
2016,Dominican Republic,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,19,AMERICAS,89,5.155,Green,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372
2017,Dominican Republic,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,19,AMERICAS,86,5.23,Green,1.07937,1.40242,0.574874,0.55259,0.186968,0.113945
2018,Dominican Republic,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,19,AMERICAS,82,5.302,Green,0.982,1.441,0.614,0.578,0.12,0.106
2019,Dominican Republic,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_the_Dominican_Republic.svg,19,AMERICAS,77,5.425,Green,1.015,1.401,0.779,0.497,0.113,0.101
2015,Ecuador,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg,19,AMERICAS,48,5.975,Green,0.86402,0.99903,0.79075,0.48574,0.11541,0.1809
2016,Ecuador,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg,19,AMERICAS,51,5.976,Green,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037
2017,Ecuador,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg,19,AMERICAS,44,6.008,Green,1.00082,1.28617,0.685636,0.455198,0.150112,0.140135
2018,Ecuador,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg,19,AMERICAS,47,5.973,Green,0.889,1.33,0.736,0.556,0.114,0.12
2019,Ecuador,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Ecuador.svg,19,AMERICAS,50,6.028,Green,0.912,1.312,0.868,0.498,0.126,0.087
2015,Egypt,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,2,AFRICA,135,4.194,Green,0.8818,0.747,0.61712,0.17288,0.11291,0.06324
2016,Egypt,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,2,AFRICA,120,4.362,Green,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393
2017,Egypt,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,2,AFRICA,104,4.735,Green,0.989702,0.997471,0.520187,0.28211,0.128631,0.114381
2018,Egypt,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,2,AFRICA,121,4.419,Green,0.885,1.025,0.553,0.312,0.092,0.107
2019,Egypt,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,2,AFRICA,137,4.166,Green,0.913,1.039,0.644,0.241,0.076,0.067
2015,El Salvador,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,19,AMERICAS,42,6.13,Green,0.76454,1.02507,0.67737,0.4035,0.10692,0.11776
2016,El Salvador,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,19,AMERICAS,46,6.068,Green,0.8737,0.80975,0.596,0.37269,0.08877,0.10613
2017,El Salvador,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,19,AMERICAS,45,6.003,Green,0.909784,1.18213,0.596019,0.432453,0.078258,0.089981
2018,El Salvador,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,19,AMERICAS,39,6.167,Green,0.806,1.231,0.639,0.461,0.065,0.082
2019,El Salvador,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,19,AMERICAS,35,6.253,Green,0.794,1.242,0.789,0.43,0.093,0.074
2015,Estonia,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,150,EUROPE,73,5.429,Green,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184
2016,Estonia,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,150,EUROPE,72,5.517,Green,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519
2017,Estonia,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,150,EUROPE,66,5.611,Green,1.32088,1.47667,0.695168,0.479131,0.0988908,0.183249
2018,Estonia,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,150,EUROPE,62,5.739,Green,1.2,1.532,0.737,0.553,0.086,0.174
2019,Estonia,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,150,EUROPE,55,5.893,Green,1.237,1.528,0.874,0.495,0.103,0.161
2015,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Ethiopia.svg,2,AFRICA,122,4.512,Green,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048
2016,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Ethiopia.svg,2,AFRICA,115,4.508,Green,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717
2017,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Ethiopia.svg,2,AFRICA,119,4.46,Green,0.339234,0.864669,0.35341,0.408843,0.312651,0.165456
2018,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Ethiopia.svg,2,AFRICA,126,4.35,Green,0.308,0.95,0.391,0.452,0.22,0.146
2019,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Ethiopia.svg,2,AFRICA,134,4.286,Green,0.336,1.033,0.532,0.344,0.209,0.1
2015,Finland,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,150,EUROPE,6,7.406,Green,1.29025,1.31826,0.88911,0.64169,0.23351,0.41372
2016,Finland,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,150,EUROPE,5,7.413,Green,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004
2017,Finland,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,150,EUROPE,5,7.469,Green,1.44357,1.54025,0.809158,0.617951,0.245483,0.382612
2018,Finland,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,150,EUROPE,1,7.632,Green,1.305,1.592,0.874,0.681,0.202,0.393
2019,Finland,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,150,EUROPE,1,7.769,Green,1.34,1.587,0.986,0.596,0.153,0.393
2015,France,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,150,EUROPE,29,6.575,Green,1.27778,1.26038,0.94579,0.55011,0.12332,0.20646
2016,France,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,150,EUROPE,32,6.478,Green,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808
2017,France,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,150,EUROPE,31,6.442,Green,1.43092,1.38778,0.844466,0.470222,0.129762,0.172502
2018,France,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,150,EUROPE,22,6.489,Green,1.293,1.466,0.908,0.52,0.098,0.176
2019,France,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,150,EUROPE,24,6.592,Green,1.324,1.472,1.045,0.436,0.111,0.183
2015,Gabon,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,2,AFRICA,143,3.896,Green,1.06024,0.90528,0.43372,0.31914,0.06822,0.11091
2016,Gabon,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,2,AFRICA,134,4.121,Green,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314
2017,Gabon,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,2,AFRICA,118,4.465,Green,1.19821,1.15562,0.356579,0.312329,0.0437854,0.0760468
2018,Gabon,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,2,AFRICA,102,4.758,Green,1.036,1.164,0.404,0.356,0.032,0.052
2019,Gabon,https://upload.wikimedia.org/wikipedia/commons/0/04/Flag_of_Gabon.svg,2,AFRICA,104,4.799,Green,1.057,1.183,0.571,0.295,0.043,0.055
2015,Georgia,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,142,ASIA,130,4.297,Green,0.7419,0.38562,0.72926,0.40577,0.05547,0.38331
2016,Georgia,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,142,ASIA,126,4.252,Green,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188
2017,Georgia,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,142,ASIA,125,4.286,Green,0.950613,0.570615,0.649547,0.30941,0.0540088,0.251667
2018,Georgia,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,142,ASIA,127,4.34,Green,0.853,0.592,0.643,0.375,0.038,0.215
2019,Georgia,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,142,ASIA,119,4.519,Green,0.886,0.666,0.752,0.346,0.043,0.164
2015,Germany,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,150,EUROPE,26,6.75,Green,1.32792,1.29937,0.89186,0.61477,0.28214,0.21843
2016,Germany,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,150,EUROPE,16,6.994,Green,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551
2017,Germany,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,150,EUROPE,16,6.951,Green,1.48792,1.47252,0.798951,0.562511,0.336269,0.276732
2018,Germany,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,150,EUROPE,15,6.965,Green,1.34,1.474,0.861,0.586,0.273,0.28
2019,Germany,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,150,EUROPE,17,6.985,Green,1.373,1.454,0.987,0.495,0.261,0.265
2015,Ghana,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg,2,AFRICA,114,4.633,Green,0.54558,0.67954,0.40132,0.42342,0.23087,0.04355
2016,Ghana,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg,2,AFRICA,124,4.276,Green,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326
2017,Ghana,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg,2,AFRICA,131,4.12,Green,0.667225,0.873665,0.295638,0.423026,0.256924,0.0253364
2018,Ghana,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg,2,AFRICA,107,4.657,Green,0.592,0.896,0.337,0.499,0.212,0.029
2019,Ghana,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg,2,AFRICA,98,4.996,Green,0.611,0.868,0.486,0.381,0.245,0.04
2015,Greece,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg,150,EUROPE,102,4.857,Green,1.15406,0.92933,0.88213,0.07699,0.0,0.01397
2016,Greece,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg,150,EUROPE,99,5.033,Green,1.24886,0.75473,0.80029,0.05822,0.0,0.04127
2017,Greece,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg,150,EUROPE,87,5.227,Green,1.28949,1.23941,0.810199,0.0957313,0.0,0.0432898
2018,Greece,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg,150,EUROPE,78,5.358,Green,1.154,1.202,0.879,0.131,0.0,0.044
2019,Greece,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg,150,EUROPE,82,5.287,Green,1.181,1.156,0.999,0.067,0.0,0.034
2015,Guatemala,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg,19,AMERICAS,43,6.123,Green,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472
2016,Guatemala,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg,19,AMERICAS,39,6.324,Green,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701
2017,Guatemala,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg,19,AMERICAS,28,6.454,Green,0.872002,1.25559,0.54024,0.531311,0.283488,0.0772233
2018,Guatemala,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg,19,AMERICAS,29,6.382,Green,0.781,1.268,0.608,0.604,0.179,0.071
2019,Guatemala,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg,19,AMERICAS,27,6.436,Green,0.8,1.269,0.746,0.535,0.175,0.078
2015,Guinea,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,2,AFRICA,150,3.656,Green,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139
2016,Guinea,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,2,AFRICA,151,3.607,Green,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192
2017,Guinea,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,2,AFRICA,149,3.507,Green,0.24455,0.791245,0.194129,0.348588,0.264815,0.110938
2018,Guinea,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,2,AFRICA,139,3.964,Green,0.344,0.792,0.211,0.394,0.185,0.094
2019,Guinea,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,2,AFRICA,118,4.534,Green,0.38,0.829,0.375,0.332,0.207,0.086
2015,Haiti,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,19,AMERICAS,119,4.518,Green,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175
2016,Haiti,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,19,AMERICAS,136,4.028,Green,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476
2017,Haiti,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,19,AMERICAS,145,3.603,Green,0.36861,0.64045,0.277321,0.0303699,0.489204,0.0998721
2018,Haiti,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,19,AMERICAS,147,3.582,Green,0.315,0.714,0.289,0.025,0.392,0.104
2019,Haiti,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,19,AMERICAS,147,3.597,Green,0.323,0.688,0.449,0.026,0.419,0.11
2015,Honduras,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,19,AMERICAS,105,4.788,Green,0.59532,0.95348,0.6951,0.40148,0.23027,0.06825
2016,Honduras,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,19,AMERICAS,104,4.871,Green,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906
2017,Honduras,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,19,AMERICAS,91,5.181,Green,0.730573,1.14394,0.582569,0.34808,0.236189,0.0733455
2018,Honduras,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,19,AMERICAS,71,5.504,Green,0.62,1.205,0.622,0.459,0.197,0.074
2019,Honduras,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,19,AMERICAS,59,5.86,Green,0.642,1.236,0.828,0.507,0.246,0.078
2015,Hungary,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,150,EUROPE,104,4.8,Green,1.12094,1.20215,0.75905,0.32112,0.128,0.02758
2016,Hungary,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,150,EUROPE,91,5.145,Green,1.24142,0.93164,0.67608,0.1977,0.099,0.04472
2017,Hungary,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,150,EUROPE,75,5.324,Green,1.28601,1.34313,0.687763,0.175864,0.0784017,0.0366369
2018,Hungary,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,150,EUROPE,68,5.62,Green,1.171,1.401,0.732,0.259,0.061,0.022
2019,Hungary,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,150,EUROPE,62,5.758,Green,1.201,1.41,0.828,0.199,0.081,0.02
2015,Iceland,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,150,EUROPE,2,7.561,Green,1.30232,1.40223,0.94784,0.62877,0.4363,0.14145
2016,Iceland,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,150,EUROPE,3,7.501,Green,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975
2017,Iceland,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,150,EUROPE,3,7.504,Green,1.48063,1.61057,0.833552,0.627163,0.47554,0.153527
2018,Iceland,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,150,EUROPE,4,7.495,Green,1.343,1.644,0.914,0.677,0.353,0.138
2019,Iceland,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,150,EUROPE,4,7.494,Green,1.38,1.624,1.026,0.591,0.354,0.118
2015,India,https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg,142,ASIA,117,4.565,Green,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492
2016,India,https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg,142,ASIA,118,4.404,Green,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722
2017,India,https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg,142,ASIA,122,4.315,Green,0.792221,0.754373,0.455428,0.469987,0.231538,0.0922269
2018,India,https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg,142,ASIA,132,4.19,Green,0.721,0.747,0.485,0.539,0.172,0.093
2019,India,https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg,142,ASIA,140,4.015,Green,0.755,0.765,0.588,0.498,0.2,0.085
2015,Indonesia,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,142,ASIA,74,5.399,Green,0.82827,1.08708,0.63793,0.46611,0.51535,0.0
2016,Indonesia,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,142,ASIA,79,5.314,Green,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322
2017,Indonesia,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,142,ASIA,81,5.262,Green,0.995539,1.27444,0.492346,0.443323,0.611705,0.0153171
2018,Indonesia,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,142,ASIA,95,5.093,Green,0.899,1.215,0.522,0.538,0.484,0.018
2019,Indonesia,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,142,ASIA,92,5.192,Green,0.931,1.203,0.66,0.491,0.498,0.028
2015,Iran,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,142,ASIA,110,4.686,Green,1.0088,0.54447,0.69805,0.30033,0.38086,0.05863
2016,Iran,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,142,ASIA,105,4.813,Green,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557
2017,Iran,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,142,ASIA,108,4.692,Green,1.15687,0.711551,0.639333,0.249323,0.387243,0.0487611
